-3.747114031883123086e-01 1.061895644367531366e+00
-2.099180201286324765e-01 1.167759747542842508e+00
1.063970887746560567e+00 8.846174899429789518e-01
5.810605849943152323e-01 9.771404340397426003e-01
4.313384727152933529e-01 8.774890628854672414e-01
-3.349969346118256697e-01 1.580830654917649403e+00
1.535384801065844407e-01 2.756913620613176130e-01
4.096961498812765057e-01 1.164843005212661708e+00
2.220100305316536071e-01 1.323585651471890667e+00
-3.933398786125772983e-01 7.167969368173412459e-01
4.275789873814168085e-01 1.577867714589738402e+00
7.020707628656643884e-01 1.702980815919988622e+00
-1.646306844494120236e+00 1.048817772561184247e+00
-1.155403054319335265e-01 6.644010719421580280e-01
-4.302827097252494570e-01 3.223790668196904186e-01
9.935229522062873075e-02 9.054501829489027820e-01
-5.569727681072148551e-01 5.890960255474549934e-01
-3.452694976113270808e-01 1.412892035467167906e+00
-3.780092268834820968e-01 8.675967092291848592e-01
-2.714098518720589603e-01 1.135196165289578341e+00
2.435368064671483423e-01 1.062121920481572834e+00
-2.231977025294258621e-01 1.095324885145517069e+00
3.266166533870164257e-02 8.970063155290066703e-01
-8.124396337450886518e-01 8.343093610685243799e-01
2.316202109905049489e-01 1.349721269404142499e+00
1.058810002094784819e+00 1.033866346974025463e+00
-2.996745390913494456e-01 7.342025537012275560e-01
-9.946744978378432300e-01 9.417926636538546115e-01
6.769778420218826309e-02 7.081743708331770248e-01
1.608244939230402959e-01 1.077256035010484947e+00
2.575030070091104406e+00 1.193855900303495421e+00
2.079568279294413902e+00 2.119397330402709834e+00
2.372984887929733056e+00 6.965085510533545188e-01
1.713999412954112733e+00 1.233867639161151608e+00
2.150148923001616641e+00 2.178374034207594123e-01
2.163181209939702754e+00 7.552615106539338763e-01
2.124728569348651508e+00 1.692409969906152334e+00
2.047152065689373135e+00 5.927070280644541889e-02
1.852169334221029251e+00 1.116876081102307294e+00
2.132944175678147314e+00 1.309150660010134359e+00
1.407575424039227752e+00 1.242645774941635528e+00
2.191449129590148814e+00 7.598660931867206036e-01
1.403681141962690671e+00 2.456848414333014041e+00
2.126223857268830120e+00 2.212971726117933802e+00
2.640384328956100646e+00 3.983988129271341938e-01
2.705959150980691508e+00 1.823051303061029582e+00
2.185516770351501492e+00 5.684409873749362019e-01
1.663766780030351278e+00 1.030786847113927873e+00
2.841381087553169316e+00 7.246263441627434077e-01
1.085049173033194148e+00 -2.521898647644587044e-01
2.205836386828206486e+00 1.355882041939171945e+00
2.048289313513238952e+00 1.262405509874617859e+00
2.367744220190666660e+00 1.012243073457902431e+00
1.931577088960710009e+00 1.279857149609274769e+00
1.926040758256664098e+00 8.774836522836858554e-01
1.376662315473457188e+00 8.304504974327791000e-01
2.346238104392085688e+00 1.530191520361710023e+00
1.893631122208121687e+00 1.164206457137178408e+00
1.642204920675644386e+00 1.250760334884304381e-02
8.462472532981712980e-01 5.639211440026510314e-01
1.919835527984431689e+00 1.517298291585681858e+00
2.693849926049472820e+00 9.524249005412588343e-01
1.616200949850589152e+00 1.344974779072129145e+00
1.457465440448121319e+00 9.178133496507481226e-01
1.664023278584203513e+00 1.215317364458542437e+00
1.404309799084980437e+00 7.383298846135009086e-01
1.938425646335385721e+00 1.858597775440179234e+00
2.157275704004433248e+00 2.051888336541129121e+00
1.463807465588382151e+00 1.715466268945845529e+00
2.308332916466262485e+00 -2.636296206921011631e-01
1.810186640934793534e+00 7.950218307886186553e-01
2.386640079397662983e+00 7.203892522512203023e-01
1.388158701577611787e+00 1.579599177169942470e+00
2.694117699201358462e+00 4.472804200937806618e-01
1.831120428270796019e+00 1.417596366941204389e+00
1.992097334596490965e+00 1.097434039211234058e+00
1.470700526828357058e+00 2.404546500072571869e-01
9.162281982189213192e-01 1.083604461742777803e+00
2.015667129939997970e+00 2.005237417568312530e+00
2.499532086439527845e+00 8.578338484614262960e-01
1.752000547533428598e+00 7.194656052518499934e-01
2.038892113383782956e+00 6.763840879592848410e-01
2.266729687388759018e+00 3.690261642533139153e-01
1.944380033772650673e+00 1.219992285386694242e+00
1.862558049096787460e+00 9.062227118474044385e-01
1.526899704219827347e+00 1.169253426389522676e+00
2.124363761859659583e+00 8.143431639914228137e-01
1.992901630517088574e+00 8.596204739053003863e-01
1.785951805460376018e+00 1.768682793559425370e+00
1.812870621727645570e+00 -1.961155637172968813e-01
1.846897232296607960e+00 3.920020809875784940e-01
2.283643310374293911e+00 9.783020712329038027e-01
1.932696914131326160e+00 1.688467304488226794e+00
1.622899998227669061e+00 1.206299487961940198e+00
1.997993752493013586e+00 8.339875037395022561e-01
2.020601261954749095e+00 1.237265896803565024e+00
2.392511513660291467e+00 2.067178722926079182e+00
2.355912554861437247e+00 7.009654156369641287e-01
2.250075970006554460e+00 2.564014588059467137e+00
1.724990039092543670e+00 1.335627035548801578e+00
